year,nature_of_employment,industry1,industry2,industry3,total_paid_hours,standard_hours,overtime_paid_hours
2020,part-time,services,professional services,"legal, accounting and management services",24.4,24.4,0.1
2020,full-time,services,professional services,architectural and engineering services,45.1,42.7,2.4
2020,part-time,services,professional services,architectural and engineering services,21.5,21.4,0.1
2020,full-time,services,professional services,other professional services,42.5,41.9,0.6
2020,part-time,services,professional services,other professional services,25.8,25.7,0
2020,full-time,services,administrative and support services,security and investigation,52.9,44.1,8.9
2020,part-time,services,administrative and support services,security and investigation,32.2,29,3.2
2020,full-time,services,administrative and support services,cleaning and landscaping,46.3,43.8,2.4
2020,part-time,services,administrative and support services,cleaning and landscaping,25.3,25.1,0.2
2020,full-time,services,administrative and support services,other adminstrative and support services,44.5,42.7,1.8
2020,part-time,services,administrative and support services,other adminstrative and support services,25.5,25.1,0.4
2020,full-time,services,"community, social and personal services",public administration and education,42.1,42,0.1
2020,part-time,services,"community, social and personal services",public administration and education,22.1,22.1,0.1
2020,full-time,services,"community, social and personal services",health and social services,42.6,42.2,0.4
2020,part-time,services,"community, social and personal services",health and social services,26,25.9,0.2
2020,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.6,43.6,1
2020,part-time,services,"community, social and personal services","arts, entertainment and recreation",23.4,23.2,0.3
2020,full-time,services,"community, social and personal services","other community, social and personal services",43.6,42.9,0.6
2020,part-time,services,"community, social and personal services","other community, social and personal services",24.5,24.4,0.1
2020,full-time,others,others,others,45.4,42.9,2.5
2020,part-time,others,others,others,24.6,24.6,0
2021,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.1,43.3,3.8
2021,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",29.1,28.8,0.3
2021,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",48.9,43.4,5.5
2021,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",24.1,23.8,0.4
2021,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44.3,41.7,2.7
2021,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",21.1,21,0.1
2021,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",49.8,43.2,6.6
2021,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",23.9,23.5,0.4
2021,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",47.8,42.3,5.5
2021,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",25.4,24.4,1
2021,full-time,manufacturing,transport equipment,transport equipment,49.1,43.3,5.8
2021,part-time,manufacturing,transport equipment,transport equipment,18.8,18.8,-
2021,full-time,manufacturing,other manufacturing industries,other manufacturing industries,47.9,42.4,5.6
2021,part-time,manufacturing,other manufacturing industries,other manufacturing industries,17.1,17,0.1
2021,full-time,construction,construction,construction,50,43.9,6.1
2021,part-time,construction,construction,construction,21.8,21.8,-
2021,full-time,services,wholesale and retail trade,wholesale trade,43.2,41.8,1.3
2021,part-time,services,wholesale and retail trade,wholesale trade,24.2,23.8,0.4
2021,full-time,services,wholesale and retail trade,retail trade,44.6,43.3,1.3
2021,part-time,services,wholesale and retail trade,retail trade,26.2,25.7,0.5
2021,full-time,services,transportation and storage,land transport and supporting services,48.1,43.6,4.5
2021,part-time,services,transportation and storage,land transport and supporting services,19.8,19.3,0.4
2021,full-time,services,transportation and storage,water transport and supporting services,45.1,42.8,2.4
2021,part-time,services,transportation and storage,water transport and supporting services,21.3,21.3,-
2021,full-time,services,transportation and storage,air transport and supporting services,43.1,42.1,1
2021,part-time,services,transportation and storage,air transport and supporting services,22.9,22.8,-
2021,full-time,services,transportation and storage,other transport and storage services,46.8,43.4,3.4
2021,part-time,services,transportation and storage,other transport and storage services,19.1,18.1,1
2021,full-time,services,accommodation and food services,accommodation,45.2,43.8,1.4
2021,part-time,services,accommodation and food services,accommodation,25.9,25.9,0.1
2021,full-time,services,accommodation and food services,food and beverage services,45.6,43.8,1.8
2021,part-time,services,accommodation and food services,food and beverage services,25.7,25.5,0.3
2021,full-time,services,information and communications,"telecommunications, broadcasting and publishing",41.9,41.7,0.2
2021,part-time,services,information and communications,"telecommunications, broadcasting and publishing",25.4,25.2,0.2
2021,full-time,services,information and communications,it and other information services,41.7,41.5,0.2
2021,part-time,services,information and communications,it and other information services,24.8,24.8,-
2021,full-time,services,financial and insurance services,financial services,42,41.5,0.5
2021,part-time,services,financial and insurance services,financial services,26.8,26.8,-
2021,full-time,services,financial and insurance services,insurance services,40.3,40.3,0.1
2021,part-time,services,financial and insurance services,insurance services,21.9,21.8,0.2
2021,full-time,services,real estate services,real estate services,44.2,42.9,1.3
2021,part-time,services,real estate services,real estate services,28,27.8,0.3
2021,full-time,services,professional services,"legal, accounting and management services",41.1,40.9,0.2
2021,part-time,services,professional services,"legal, accounting and management services",25.8,25.7,0.1
2021,full-time,services,professional services,architectural and engineering services,45.5,42.8,2.7
2021,part-time,services,professional services,architectural and engineering services,24.6,24.1,0.5
2021,full-time,services,professional services,other professional services,42.3,41.4,0.9
2021,part-time,services,professional services,other professional services,21,21,-
2021,full-time,services,administrative and support services,security and investigation,51.4,44,7.5
2021,part-time,services,administrative and support services,security and investigation,31,28.6,2.4
2021,full-time,services,administrative and support services,cleaning and landscaping,46.6,43.8,2.8
